tree_label	candidate_id	MAG_ID	Final_class	gene_id	relative_position	relative_bp_start	relative_bp_end	strand	plot_label	KO	annotation
C2_12-18_bin11|C2_12-18_bin11-k141_1404867_2	C2_12-18_bin11-k141_1404867_2	C2_12-18_bin11	IdrA-associated clade	C2_12-18_bin11-k141_1404867_3	1	1494.5	3668.5	+	function unknown		
C2_12-18_bin11|C2_12-18_bin11-k141_1404867_2	C2_12-18_bin11-k141_1404867_2	C2_12-18_bin11	IdrA-associated clade	C2_12-18_bin11-k141_1404867_4	2	3713.5	4705.5	+	function unknown		
C2_12-18_bin17|C2_12-18_bin17-k141_1448372_1	C2_12-18_bin17-k141_1448372_1	C2_12-18_bin17	IdrA-associated clade	C2_12-18_bin17-k141_1448372_1	0	-1270.0	1270.0	-	AioA/IdrA-related A		
C2_12-18_bin17|C2_12-18_bin17-k141_1448372_1	C2_12-18_bin17-k141_1448372_1	C2_12-18_bin17	IdrA-associated clade	C2_12-18_bin17-k141_1448372_2	1	1355.0	1912.0	-	B-related small subunit		
C2_12-18_bin17|C2_12-18_bin17-k141_1448372_1	C2_12-18_bin17-k141_1448372_1	C2_12-18_bin17	IdrA-associated clade	C2_12-18_bin17-k141_1448372_3	2	1913.0	3145.0	-	P-like		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_1	-5	-4258.5	-3530.5	+	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_2	-4	-3526.5	-3083.5	+	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_3	-3	-3079.5	-1412.5	+	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_4	-2	-1415.5	-573.5	-	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_5	-1	-583.5	-485.5	-	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_6	0	-455.5	455.5	-	AioA/IdrA-related A		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_7	1	452.5	1447.5	-	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_8	2	1444.5	3933.5	-	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_9	3	3937.5	4443.5	-	B-related small subunit		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_10	4	4560.5	4889.5	-	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_11	5	5040.5	5360.5	-	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_12	6	5363.5	6574.5	-	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_13	7	7151.5	7723.5	-	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_14	8	8336.5	9316.5	+	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_15	9	9351.5	10343.5	+	function unknown		
R2111_S300_0-10_bin19|R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19-k141_825759_6	R2111_S300_0-10_bin19	Canonical AioA clade	R2111_S300_0-10_bin19-k141_825759_16	10	10534.5	10827.5	+	function unknown		
R2111_S300_0-10_bin6|R2111_S300_0-10_bin6-k141_8337747_2	R2111_S300_0-10_bin6-k141_8337747_2	R2111_S300_0-10_bin6	IdrA-associated clade	R2111_S300_0-10_bin6-k141_8337747_1	-1	-1385.5	-675.5	+	function unknown		
R2111_S300_0-10_bin6|R2111_S300_0-10_bin6-k141_8337747_2	R2111_S300_0-10_bin6-k141_8337747_2	R2111_S300_0-10_bin6	IdrA-associated clade	R2111_S300_0-10_bin6-k141_8337747_2	0	-626.5	626.5	+	AioA/IdrA-related A		
S13_0-2_bin3|S13_0-2_bin3-k141_1059512_3	S13_0-2_bin3-k141_1059512_3	S13_0-2_bin3	IdrA-associated clade	S13_0-2_bin3-k141_1059512_1	-2	-2362.5	-1619.5	+	P-like		
S13_0-2_bin3|S13_0-2_bin3-k141_1059512_3	S13_0-2_bin3-k141_1059512_3	S13_0-2_bin3	IdrA-associated clade	S13_0-2_bin3-k141_1059512_2	-1	-1622.5	-1077.5	+	B-related small subunit		
S13_0-2_bin3|S13_0-2_bin3-k141_1059512_3	S13_0-2_bin3-k141_1059512_3	S13_0-2_bin3	IdrA-associated clade	S13_0-2_bin3-k141_1059512_3	0	-1064.5	1064.5	+	AioA/IdrA-related A		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_1	-10	-11155.5	-10739.5	-	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_2	-9	-10749.5	-9790.5	-	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_3	-8	-9526.5	-9056.5	-	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_4	-7	-8496.5	-7357.5	+	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_5	-6	-7357.5	-6668.5	+	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_6	-5	-6678.5	-5476.5	+	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_7	-4	-5012.5	-3813.5	+	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_8	-3	-3738.5	-3529.5	+	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_9	-2	-3447.5	-2650.5	+	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_10	-1	-2653.5	-1487.5	+	function unknown		
S15_8-10_bin20|S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20-k141_2063280_11	S15_8-10_bin20	IdrA-associated clade	S15_8-10_bin20-k141_2063280_11	0	-1346.5	1346.5	-	AioA/IdrA-related A		
S1_6-9_bin10|S1_6-9_bin10-k141_481815_1	S1_6-9_bin10-k141_481815_1	S1_6-9_bin10	IdrA-associated clade	S1_6-9_bin10-k141_481815_1	0	-767.5	767.5	+	AioA/IdrA-related A		
S1_6-9_bin10|S1_6-9_bin10-k141_876983_1	S1_6-9_bin10-k141_876983_1	S1_6-9_bin10	IdrA-associated clade	S1_6-9_bin10-k141_876983_1	0	-916.0	916.0	+	AioA/IdrA-related A		
S1_6-9_bin10|S1_6-9_bin10-k141_876983_1	S1_6-9_bin10-k141_876983_1	S1_6-9_bin10	IdrA-associated clade	S1_6-9_bin10-k141_876983_2	1	1469.0	1918.0	-	function unknown		
S1_6-9_bin10|S1_6-9_bin10-k141_876983_1	S1_6-9_bin10-k141_876983_1	S1_6-9_bin10	IdrA-associated clade	S1_6-9_bin10-k141_876983_3	2	1915.0	2124.0	-	function unknown		
S1_6-9_bin9|S1_6-9_bin9-k141_583308_1	S1_6-9_bin9-k141_583308_1	S1_6-9_bin9	IdrA-associated clade	S1_6-9_bin9-k141_583308_1	0	-806.5	806.5	+	AioA/IdrA-related A		
S1_6-9_bin9|S1_6-9_bin9-k141_583308_1	S1_6-9_bin9-k141_583308_1	S1_6-9_bin9	IdrA-associated clade	S1_6-9_bin9-k141_583308_2	1	1214.5	2488.5	-	function unknown		
S1_6-9_bin9|S1_6-9_bin9-k141_583308_1	S1_6-9_bin9-k141_583308_1	S1_6-9_bin9	IdrA-associated clade	S1_6-9_bin9-k141_583308_3	2	2551.5	2901.5	-	function unknown		
S1_6-9_bin9|S1_6-9_bin9-k141_583308_1	S1_6-9_bin9-k141_583308_1	S1_6-9_bin9	IdrA-associated clade	S1_6-9_bin9-k141_583308_4	3	2933.5	7165.5	-	function unknown		
S1_6-9_bin9|S1_6-9_bin9-k141_583308_1	S1_6-9_bin9-k141_583308_1	S1_6-9_bin9	IdrA-associated clade	S1_6-9_bin9-k141_583308_5	4	7445.5	8827.5	+	function unknown		
S1_9-12_bin1|S1_9-12_bin1-k141_637215_2	S1_9-12_bin1-k141_637215_2	S1_9-12_bin1	Canonical AioA clade	S1_9-12_bin1-k141_637215_1	-1	-1328.0	-1230.0	+	function unknown		
S1_9-12_bin1|S1_9-12_bin1-k141_637215_2	S1_9-12_bin1-k141_637215_2	S1_9-12_bin1	Canonical AioA clade	S1_9-12_bin1-k141_637215_2	0	-259.0	259.0	+	AioA/IdrA-related A		
S1_9-12_bin1|S1_9-12_bin1-k141_637215_2	S1_9-12_bin1-k141_637215_2	S1_9-12_bin1	Canonical AioA clade	S1_9-12_bin1-k141_637215_3	1	284.0	2755.0	+	function unknown		
S1_9-12_bin1|S1_9-12_bin1-k141_637215_2	S1_9-12_bin1-k141_637215_2	S1_9-12_bin1	Canonical AioA clade	S1_9-12_bin1-k141_637215_4	2	2917.0	3852.0	+	function unknown		
S1_9-12_bin1|S1_9-12_bin1-k141_675749_2	S1_9-12_bin1-k141_675749_2	S1_9-12_bin1	IdrA-associated clade	S1_9-12_bin1-k141_675749_1	-1	-1718.5	-1116.5	+	B-related small subunit		
S1_9-12_bin1|S1_9-12_bin1-k141_675749_2	S1_9-12_bin1-k141_675749_2	S1_9-12_bin1	IdrA-associated clade	S1_9-12_bin1-k141_675749_2	0	-1106.5	1106.5	+	AioA/IdrA-related A		
SQ_58_0-4_bin4|SQ_58_0-4_bin4-k141_1629246_3	SQ_58_0-4_bin4-k141_1629246_3	SQ_58_0-4_bin4	Unknown DMSOR clade	SQ_58_0-4_bin4-k141_1629246_1	-2	-2367.0	-1885.0	-	function unknown		
SQ_58_0-4_bin4|SQ_58_0-4_bin4-k141_1629246_3	SQ_58_0-4_bin4-k141_1629246_3	SQ_58_0-4_bin4	Unknown DMSOR clade	SQ_58_0-4_bin4-k141_1629246_2	-1	-1827.0	-1246.0	+	B-related small subunit		
SQ_58_0-4_bin4|SQ_58_0-4_bin4-k141_1629246_3	SQ_58_0-4_bin4-k141_1629246_3	SQ_58_0-4_bin4	Unknown DMSOR clade	SQ_58_0-4_bin4-k141_1629246_3	0	-1249.0	1249.0	+	AioA/IdrA-related A		
SQ_81_0-4_bin5|SQ_81_0-4_bin5-k141_112333_1	SQ_81_0-4_bin5-k141_112333_1	SQ_81_0-4_bin5	IdrA-associated clade	SQ_81_0-4_bin5-k141_112333_1	0	-820.0	820.0	-	AioA/IdrA-related A		
SQ_81_0-4_bin5|SQ_81_0-4_bin5-k141_112333_1	SQ_81_0-4_bin5-k141_112333_1	SQ_81_0-4_bin5	IdrA-associated clade	SQ_81_0-4_bin5-k141_112333_2	1	835.0	1386.0	-	B-related small subunit		
SY365BB-0-4_bin24|SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24	IdrA-associated clade	SY365BB-0-4_bin24-k141_346659_1	-2	-2111.0	-1974.0	+	function unknown		
SY365BB-0-4_bin24|SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24	IdrA-associated clade	SY365BB-0-4_bin24-k141_346659_2	-1	-1977.0	-1357.0	+	B-related small subunit		
SY365BB-0-4_bin24|SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24	IdrA-associated clade	SY365BB-0-4_bin24-k141_346659_3	0	-1354.0	1354.0	+	AioA/IdrA-related A		
SY365BB-0-4_bin24|SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24	IdrA-associated clade	SY365BB-0-4_bin24-k141_346659_4	1	1522.0	1812.0	+	function unknown		
SY365BB-0-4_bin24|SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24-k141_346659_3	SY365BB-0-4_bin24	IdrA-associated clade	SY365BB-0-4_bin24-k141_346659_5	2	2024.0	2251.0	-	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_22	-10	-11782.0	-11480.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_23	-9	-11228.0	-11106.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_24	-8	-11092.0	-9335.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_25	-7	-9338.0	-8205.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_26	-6	-8195.0	-5919.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_27	-5	-5844.0	-5329.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_28	-4	-5332.0	-4571.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_29	-3	-4238.0	-3120.0	+	P-like		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_30	-2	-3105.0	-1954.0	+	P-like		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_31	-1	-1933.0	-1352.0	+	B-related small subunit		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_32	0	-1339.0	1339.0	+	AioA/IdrA-related A		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_33	1	1491.0	3680.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_34	2	3706.0	4446.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_35	3	4465.0	4572.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_36	4	4602.0	5405.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_37	5	5417.0	7069.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_38	6	7062.0	8333.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_39	7	8330.0	9703.0	+	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_40	8	9690.0	10913.0	-	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_41	9	10910.0	11551.0	-	function unknown		
SY365BB-8-12_bin10|SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10-k141_688982_32	SY365BB-8-12_bin10	IdrA clade	SY365BB-8-12_bin10-k141_688982_42	10	11704.0	13899.0	-	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_10	-10	-11233.0	-10466.0	-	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_11	-9	-10283.0	-9981.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_12	-8	-9825.0	-9703.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_13	-7	-9680.0	-9555.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_14	-6	-9543.0	-7786.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_15	-5	-7789.0	-6650.0	+	function unknown		
SY365BB-8-12_bin26|SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26-k141_1297159_20	SY365BB-8-12_bin26	IdrA clade	SY365BB-8-12_bin26-k141_1297159_16	-4	-6640.0	-4376.0	+	function unknown		
